,age,country,gdp_for_year ($),population,salaries,sex,suicides/100k pop,suicides_no,year
2172,15-24 years,Canada,1170000000000.0,2249377,3247.0,male,16.8,378,2005
2173,35-54 years,Canada,1170000000000.0,5018764,3247.0,female,8.33,418,2005
2174,15-24 years,Canada,1170000000000.0,2144094,3247.0,female,6.11,131,2005
2175,55-74 years,Canada,1170000000000.0,2961910,3247.0,female,5.33,158,2005
2176,75+ years,Canada,1170000000000.0,1211769,3247.0,female,4.79,58,2005
2177,25-34 years,Canada,1170000000000.0,2188897,3247.0,female,4.39,96,2005
2178,5-14 years,Canada,1170000000000.0,1947297,3247.0,female,1.28,25,2005
2179,5-14 years,Canada,1170000000000.0,2044772,3247.0,male,0.93,19,2005
2180,35-54 years,Canada,1320000000000.0,5050497,3629.6,male,23.8,1202,2006
2181,75+ years,Canada,1320000000000.0,806380,3629.6,male,23.31,188,2006
2182,55-74 years,Canada,1320000000000.0,2910932,3629.6,male,20.58,599,2006
2183,25-34 years,Canada,1320000000000.0,2220384,3629.6,male,16.3,362,2006
2184,15-24 years,Canada,1320000000000.0,2288073,3629.6,male,14.47,331,2006
2185,35-54 years,Canada,1320000000000.0,5021174,3629.6,female,7.21,362,2006
2186,55-74 years,Canada,1320000000000.0,3071300,3629.6,female,6.09,187,2006
2187,25-34 years,Canada,1320000000000.0,2177957,3629.6,female,5.42,118,2006
2188,15-24 years,Canada,1320000000000.0,2179623,3629.6,female,3.95,86,2006
2189,75+ years,Canada,1320000000000.0,1241475,3629.6,female,3.71,46,2006
2190,5-14 years,Canada,1320000000000.0,1920311,3629.6,female,0.94,18,2006
2191,5-14 years,Canada,1320000000000.0,2014856,3629.6,male,0.65,13,2006
2192,35-54 years,Canada,1460000000000.0,5064536,3998.4,male,24.17,1224,2007
2193,75+ years,Canada,1460000000000.0,837259,3998.4,male,21.86,183,2007
2194,25-34 years,Canada,1460000000000.0,2250433,3998.4,male,17.95,404,2007
2195,55-74 years,Canada,1460000000000.0,3006062,3998.4,male,17.93,539,2007
2196,15-24 years,Canada,1460000000000.0,2318148,3998.4,male,15.49,359,2007
2197,35-54 years,Canada,1460000000000.0,5030803,3998.4,female,7.95,400,2007
2198,55-74 years,Canada,1460000000000.0,3170541,3998.4,female,5.93,188,2007
2199,15-24 years,Canada,1460000000000.0,2206555,3998.4,female,5.26,116,2007
2200,25-34 years,Canada,1460000000000.0,2212210,3998.4,female,5.11,113,2007
2201,75+ years,Canada,1460000000000.0,1269438,3998.4,female,4.1,52,2007
2202,5-14 years,Canada,1460000000000.0,1986129,3998.4,male,0.91,18,2007
2203,5-14 years,Canada,1460000000000.0,1890517,3998.4,female,0.79,15,2007
2204,35-54 years,Canada,1550000000000.0,5076969,4177.3,male,24.44,1241,2008
2205,75+ years,Canada,1550000000000.0,866435,4177.3,male,22.16,192,2008
2206,55-74 years,Canada,1550000000000.0,3107189,4177.3,male,18.96,589,2008
2207,25-34 years,Canada,1550000000000.0,2286010,4177.3,male,17.28,395,2008
2208,15-24 years,Canada,1550000000000.0,2341539,4177.3,male,14.69,344,2008
2209,35-54 years,Canada,1550000000000.0,5038500,4177.3,female,8.2,413,2008
2210,55-74 years,Canada,1550000000000.0,3276332,4177.3,female,7.05,231,2008
2211,15-24 years,Canada,1550000000000.0,2227003,4177.3,female,5.34,119,2008
2212,25-34 years,Canada,1550000000000.0,2251723,4177.3,female,5.24,118,2008
2213,75+ years,Canada,1550000000000.0,1296269,4177.3,female,2.93,38,2008
2214,5-14 years,Canada,1550000000000.0,1959155,4177.3,male,0.82,16,2008
2215,5-14 years,Canada,1550000000000.0,1861517,4177.3,female,0.48,9,2008
2276,75+ years,Croatia,22387561845.0,73500,531.7,male,104.76,77,1995
2277,55-74 years,Croatia,22387561845.0,418200,531.7,male,51.65,216,1995
2278,35-54 years,Croatia,22387561845.0,659600,531.7,male,34.26,226,1995
2279,75+ years,Croatia,22387561845.0,147800,531.7,female,26.39,39,1995
2280,25-34 years,Croatia,22387561845.0,356100,531.7,male,24.99,89,1995
2281,15-24 years,Croatia,22387561845.0,334000,531.7,male,21.86,73,1995
2282,55-74 years,Croatia,22387561845.0,544100,531.7,female,18.2,99,1995
2283,35-54 years,Croatia,22387561845.0,649700,531.7,female,10.0,65,1995
2284,25-34 years,Croatia,22387561845.0,349900,531.7,female,6.0,21,1995
2285,15-24 years,Croatia,22387561845.0,322000,531.7,female,5.28,17,1995
2286,5-14 years,Croatia,22387561845.0,328700,531.7,male,1.83,6,1995
2287,5-14 years,Croatia,22387561845.0,313800,531.7,female,0.32,1,1995
2288,75+ years,Croatia,23678012697.0,72100,596.8,male,99.86,72,1996
2289,55-74 years,Croatia,23678012697.0,388400,596.8,male,69.52,270,1996
2290,35-54 years,Croatia,23678012697.0,587800,596.8,male,37.6,221,1996
2291,75+ years,Croatia,23678012697.0,144500,596.8,female,27.68,40,1996
2292,25-34 years,Croatia,23678012697.0,342100,596.8,male,26.31,90,1996
2293,15-24 years,Croatia,23678012697.0,311200,596.8,male,25.71,80,1996
2294,55-74 years,Croatia,23678012697.0,519900,596.8,female,22.12,115,1996
2295,35-54 years,Croatia,23678012697.0,595500,596.8,female,10.92,65,1996
2296,25-34 years,Croatia,23678012697.0,338200,596.8,female,6.51,22,1996
2297,15-24 years,Croatia,23678012697.0,299900,596.8,female,6.0,18,1996
2298,5-14 years,Croatia,23678012697.0,318000,596.8,male,1.57,5,1996
2299,5-14 years,Croatia,23678012697.0,303200,596.8,female,0.99,3,1996
2300,75+ years,Croatia,23822087053.0,73500,595.4,male,88.44,65,1997
2301,55-74 years,Croatia,23822087053.0,395300,595.4,male,68.05,269,1997
2302,75+ years,Croatia,23822087053.0,147100,595.4,female,37.39,55,1997
2303,35-54 years,Croatia,23822087053.0,598000,595.4,male,37.29,223,1997
2304,15-24 years,Croatia,23822087053.0,316700,595.4,male,22.73,72,1997
2305,55-74 years,Croatia,23822087053.0,528900,595.4,female,17.58,93,1997
2306,25-34 years,Croatia,23822087053.0,348200,595.4,male,17.23,60,1997
